word	label
223_3::span:119:128	1
223_3::span:130:137	-1
223_3::span:139:148	1
223_3::span:150:160	1
223_3::span:162:170	1
223_3::span:172:183	-1
223_3::span:185:191	-1
223_3::span:193:202	1
223_3::span:204:211	-1
223_3::span:213:218	-1
223_3::span:220:231	1
223_3::span:233:238	-1
223_3::span:240:245	-1
223_3::span:247:252	-1
223_3::span:254:267	1
223_3::span:269:275	1
223_3::span:277:285	-1
223_3::span:287:295	-1
223_3::span:297:303	-1
223_3::span:305:313	-1
45_9::span:0:7	1
45_9::span:9:20	1
45_9::span:22:29	1
45_9::span:31:38	1
45_9::span:40:51	1
121_4::span:0:9	-1
121_4::span:11:23	1
121_4::span:25:31	1
121_4::span:33:43	-1
121_4::span:45:55	1
121_4::span:57:64	1
121_4::span:66:78	1
121_4::span:80:86	-1
121_4::span:88:95	-1
121_4::span:97:103	1
121_4::span:105:112	1
121_4::span:114:121	-1
121_4::span:123:129	-1
121_4::span:131:139	-1
121_4::span:141:150	1
121_4::span:152:161	1
121_4::span:163:169	1
121_4::span:171:181	-1
177_1::span:0:6	-1
177_1::span:8:19	-1
177_1::span:21:29	1
177_1::span:31:39	-1
177_1::span:41:52	1
177_1::span:54:60	-1
177_1::span:62:68	1
177_1::span:70:75	1
177_1::span:77:83	-1
177_1::span:85:91	-1
177_1::span:93:105	1
177_1::span:107:113	-1
177_1::span:115:121	-1
177_1::span:123:130	-1
177_1::span:132:138	-1
177_1::span:140:145	1
177_1::span:147:154	1
177_1::span:156:164	1
177_1::span:166:173	-1
177_1::span:175:182	-1
177_1::span:184:191	1
177_1::span:193:199	1
177_1::span:201:211	-1
177_1::span:213:218	1
177_1::span:220:227	-1
177_1::span:229:239	-1
177_1::span:241:255	1
177_1::span:257:271	-1
55_10::span:0:9	1
55_10::span:11:18	1
55_10::span:20:27	1
55_10::span:29:40	1
55_10::span:42:50	1
55_10::span:52:58	1
55_10::span:60:66	-1
55_10::span:68:73	-1
55_10::span:75:81	1
55_10::span:83:92	-1
55_10::span:94:100	1
241_7::span:0:12	1
241_7::span:14:23	1
241_7::span:25:37	1
241_7::span:39:45	-1
241_7::span:47:54	1
241_7::span:56:62	1
241_7::span:64:70	1
241_7::span:72:78	1
241_7::span:80:89	1
241_7::span:91:100	-1
241_7::span:102:108	1
241_7::span:110:120	1
241_7::span:122:131	1
241_7::span:133:140	1
241_7::span:142:147	1
241_7::span:149:160	-1
183_4::span:0:7	1
183_4::span:9:18	1
183_4::span:20:25	-1
183_4::span:27:38	1
183_4::span:40:51	-1
183_4::span:53:60	-1
183_4::span:62:74	1
183_4::span:76:82	1
183_4::span:84:91	-1
183_4::span:93:100	-1
183_4::span:102:108	-1
13_9::span:0:7	1
13_9::span:9:14	1
13_9::span:16:22	-1
13_9::span:24:31	1
13_9::span:33:39	1
13_9::span:41:50	1
13_9::span:52:59	1
147_4::span:0:12	1
147_4::span:14:22	-1
147_4::span:24:33	1
147_4::span:35:42	-1
147_4::span:44:51	1
147_4::span:53:63	1
147_4::span:65:74	1
147_4::span:76:84	1
147_4::span:86:92	1
147_4::span:94:106	1
147_4::span:108:115	-1
180_3::span:0:9	-1
180_3::span:11:18	1
180_3::span:20:29	1
180_3::span:31:41	1
180_3::span:43:56	-1
180_3::span:58:64	1
180_3::span:66:71	-1
180_3::span:73:83	1
180_3::span:85:91	1
180_3::span:93:99	1
180_3::span:101:111	-1
180_3::span:113:132	-1
180_3::span:134:144	-1
180_3::span:146:154	-1
180_3::span:156:163	1
180_3::span:165:174	1
180_3::span:176:182	-1
180_3::span:184:193	-1
180_3::span:195:200	1
180_3::span:202:213	1
180_3::span:215:224	1
180_3::span:226:236	1
180_3::span:238:245	1
180_3::span:247:257	-1
180_3::span:259:267	-1
180_3::span:269:275	1
180_3::span:277:290	-1
180_3::span:292:298	1
219_1::span:0:11	1
219_1::span:13:20	-1
219_1::span:22:27	-1
219_1::span:29:36	1
219_1::span:38:45	1
219_1::span:47:56	1
219_1::span:58:64	-1
219_1::span:66:72	1
219_1::span:74:80	1
219_1::span:82:93	1
219_1::span:95:101	-1
219_1::span:103:112	1
219_1::span:114:121	-1
219_1::span:123:129	1
219_1::span:131:140	1
219_1::span:142:153	-1
143_4::span:0:6	-1
143_4::span:8:14	1
143_4::span:16:26	1
143_4::span:28:38	-1
143_4::span:40:52	1
143_4::span:54:63	1
143_4::span:65:75	-1
143_4::span:77:83	1
244_2::span:0:13	-1
244_2::span:15:23	-1
244_2::span:25:31	1
244_2::span:33:39	-1
244_2::span:41:53	-1
244_2::span:55:62	1
244_2::span:64:75	-1
244_2::span:77:87	1
244_2::span:89:96	1
244_2::span:98:108	1
244_2::span:110:118	-1
244_2::span:120:127	-1
244_2::span:129:137	-1
244_2::span:139:149	-1
244_2::span:151:158	1
244_2::span:160:170	-1
244_2::span:172:183	-1
244_2::span:185:192	1
244_2::span:194:205	-1
244_2::span:207:218	-1
244_2::span:220:231	-1
244_2::span:233:241	-1
244_2::span:243:248	1
244_2::span:250:257	-1
244_2::span:259:267	-1
244_2::span:269:275	1
244_2::span:277:286	-1
244_2::span:288:293	1
244_2::span:295:303	-1
244_2::span:305:315	1
220_10::span:0:11	-1
220_10::span:13:19	1
220_10::span:21:27	-1
220_10::span:29:38	1
220_10::span:40:46	-1
220_10::span:48:57	1
220_10::span:59:65	-1
54_10::span:0:7	1
54_10::span:9:22	1
54_10::span:24:32	1
54_10::span:34:41	-1
54_10::span:43:54	1
54_10::span:56:63	1
54_10::span:65:74	1
23_10::span:0:6	1
23_10::span:8:15	-1
23_10::span:17:26	-1
23_10::span:28:38	1
23_10::span:40:45	-1
23_10::span:47:62	-1
23_10::span:64:75	1
23_10::span:77:87	1
159_10::span:0:8	-1
159_10::span:10:18	1
159_10::span:20:28	-1
159_10::span:30:40	1
159_10::span:42:48	-1
159_10::span:50:60	1
159_10::span:62:72	1
159_10::span:74:83	-1
159_10::span:85:92	1
159_10::span:94:107	-1
159_10::span:109:115	-1
159_10::span:117:124	1
159_10::span:126:138	-1
159_10::span:140:155	-1
159_10::span:157:168	-1
159_10::span:170:176	1
159_10::span:178:187	1
89_3::span:0:10	-1
89_3::span:12:19	1
89_3::span:21:27	1
89_3::span:29:45	-1
89_3::span:47:54	1
30_4::span:0:10	1
30_4::span:12:20	1
30_4::span:22:31	1
30_4::span:33:41	-1
30_4::span:43:49	-1
30_4::span:51:57	1
30_4::span:59:66	1
30_4::span:68:78	-1
30_4::span:80:88	1
30_4::span:90:96	-1
30_4::span:98:106	1
30_4::span:108:116	-1
30_4::span:118:131	-1
83_10::span:0:5	-1
83_10::span:7:13	1
207_9::span:0:7	-1
207_9::span:9:17	1
207_9::span:19:29	-1
207_9::span:31:42	-1
207_9::span:44:50	-1
207_9::span:52:60	-1
207_9::span:62:71	1
207_9::span:73:81	-1
207_9::span:83:96	1
207_9::span:98:105	-1
171_2::span:0:13	1
171_2::span:15:26	-1
171_2::span:28:37	-1
171_2::span:39:52	1
171_2::span:54:60	-1
171_2::span:62:68	1
171_2::span:70:76	1
40_4::span:0:11	1
40_4::span:13:24	-1
40_4::span:26:34	-1
40_4::span:36:46	1
40_4::span:48:55	-1
40_4::span:57:66	-1
40_4::span:68:73	-1
40_4::span:75:85	-1
40_4::span:87:93	1
78_8::span:0:9	-1
78_8::span:11:21	-1
78_8::span:23:34	-1
78_8::span:36:43	1
78_8::span:45:52	-1
78_8::span:54:66	1
78_8::span:68:79	1
78_8::span:81:92	1
78_8::span:94:101	-1
78_8::span:103:114	1
78_8::span:116:129	-1
78_8::span:131:138	-1
78_8::span:140:147	-1
47_2::span:0:6	1
47_2::span:8:17	1
47_2::span:19:26	-1
47_2::span:28:40	1
47_2::span:42:48	1
47_2::span:50:60	1
47_2::span:62:68	1
223_10::span:0:11	-1
223_10::span:13:23	1
223_10::span:25:30	1
223_10::span:32:38	-1
223_10::span:40:46	-1
223_10::span:48:59	-1
223_10::span:61:67	-1
223_10::span:69:76	1
223_10::span:78:85	1
223_10::span:87:93	1
223_10::span:95:107	1
223_10::span:109:114	1
223_10::span:116:123	1
223_10::span:125:131	1
243_4::span:0:7	-1
243_4::span:9:15	1
243_4::span:17:24	1
243_4::span:26:36	-1
243_4::span:38:46	1
243_4::span:48:56	1
243_4::span:58:66	-1
243_4::span:68:74	-1
243_4::span:76:86	-1
243_4::span:88:98	-1
243_4::span:100:106	1
243_4::span:108:116	-1
243_4::span:118:124	1
243_4::span:126:134	-1
243_4::span:136:147	-1
243_4::span:149:155	1
243_4::span:157:163	-1
243_4::span:165:175	-1
243_4::span:177:184	-1
243_4::span:186:193	-1
243_4::span:195:203	-1
243_4::span:205:212	-1
243_4::span:214:221	-1
243_4::span:223:231	-1
243_4::span:233:238	1
243_4::span:240:245	1
243_4::span:247:255	-1
243_4::span:257:264	1
233_8::span:0:5	1
233_8::span:7:17	1
233_8::span:19:26	1
233_8::span:28:39	1
233_8::span:41:52	1
233_8::span:54:61	-1
233_8::span:63:69	-1
233_8::span:71:77	1
88_3::span:0:8	-1
88_3::span:10:17	-1
88_3::span:19:26	-1
88_3::span:28:38	-1
88_3::span:40:50	1
88_3::span:52:60	-1
88_3::span:62:70	-1
249_2::span:0:5	1
249_2::span:7:12	-1
249_2::span:14:21	-1
249_2::span:23:28	1
249_2::span:30:35	-1
249_2::span:37:42	-1
249_2::span:44:50	1
249_2::span:52:57	-1
249_2::span:59:66	-1
249_2::span:68:73	1
249_2::span:75:83	-1
249_2::span:85:94	-1
249_2::span:96:102	-1
249_2::span:104:116	1
249_2::span:118:127	-1
249_2::span:129:134	-1
249_2::span:136:141	-1
249_2::span:143:151	1
249_2::span:153:159	1
249_2::span:161:167	1
249_2::span:169:176	1
249_2::span:178:187	-1
249_2::span:189:194	1
249_2::span:196:202	1
249_2::span:204:213	1
249_2::span:215:224	1
198_7::span:0:9	-1
198_7::span:11:18	-1
198_7::span:20:26	-1
198_7::span:28:35	-1
198_7::span:37:45	1
198_7::span:47:57	1
198_7::span:59:65	-1
198_7::span:67:74	1
198_7::span:76:84	1
198_7::span:86:92	1
198_7::span:94:102	-1
198_7::span:104:114	-1
198_7::span:116:126	-1
198_7::span:128:134	1
198_7::span:136:146	-1
198_7::span:148:155	-1
198_7::span:157:166	-1
198_7::span:168:176	-1
198_7::span:178:187	1
198_7::span:189:198	-1
198_7::span:200:207	1
198_7::span:209:216	1
198_7::span:218:227	-1
175_8::span:0:10	1
175_8::span:12:17	-1
175_8::span:19:28	1
175_8::span:30:43	1
84_3::span:0:10	1
84_3::span:12:21	1
84_3::span:23:33	1
84_3::span:35:44	1
84_3::span:46:55	1
84_3::span:57:65	-1
84_3::span:67:78	1
84_3::span:80:87	-1
84_3::span:89:99	-1
84_3::span:101:114	-1
84_3::span:116:122	1
84_3::span:124:129	-1
200_4::span:0:5	1
200_4::span:7:18	1
200_4::span:20:25	1
200_4::span:27:35	1
200_4::span:37:45	-1
200_4::span:47:53	-1
57_10::span:0:6	1
57_10::span:8:16	1
57_10::span:18:24	1
57_10::span:26:32	1
57_10::span:34:42	1
57_10::span:44:55	1
57_10::span:57:63	-1
57_10::span:65:73	1
57_10::span:75:84	-1
57_10::span:86:92	1
57_10::span:94:99	-1
57_10::span:101:112	1
57_10::span:114:120	1
178_10::span:0:7	1
178_10::span:9:16	1
178_10::span:18:24	1
178_10::span:26:34	-1
178_10::span:36:42	1
178_10::span:44:51	1
178_10::span:53:58	1
205_2::span:0:5	-1
205_2::span:7:13	1
205_2::span:15:22	-1
205_2::span:24:32	-1
205_2::span:34:40	1
205_2::span:42:49	-1
205_2::span:51:58	-1
205_2::span:60:73	-1
205_2::span:75:82	1
205_2::span:84:90	1
205_2::span:92:102	-1
205_2::span:104:116	-1
205_2::span:118:125	1
205_2::span:127:133	1
205_2::span:135:141	-1
205_2::span:143:149	-1
126_10::span:0:7	-1
126_10::span:9:14	-1
126_10::span:16:22	1
126_10::span:24:34	-1
126_10::span:36:44	-1
126_10::span:46:55	1
126_10::span:57:66	-1
126_10::span:68:80	1
126_10::span:82:92	1
126_10::span:94:105	1
126_10::span:107:118	-1
126_10::span:120:129	1
126_10::span:131:143	-1
126_10::span:145:157	-1
126_10::span:159:168	-1
126_10::span:170:179	1
126_10::span:181:194	1
126_10::span:196:204	-1
126_10::span:206:211	1
126_10::span:213:219	-1
126_10::span:221:232	1
126_10::span:234:244	1
126_10::span:246:253	1
126_10::span:255:261	1
126_10::span:263:275	-1
126_10::span:277:284	-1
159_1::span:0:13	1
159_1::span:15:28	1
159_1::span:30:37	-1
159_1::span:39:51	1
159_1::span:53:60	-1
159_1::span:62:73	1
139_4::span:0:7	-1
139_4::span:9:16	-1
139_4::span:18:25	-1
139_4::span:27:39	1
139_4::span:41:51	-1
139_4::span:53:59	1
139_4::span:61:67	1
139_4::span:69:76	1
139_4::span:78:85	1
139_4::span:87:92	-1
139_4::span:94:104	-1
139_4::span:106:115	1
139_4::span:117:128	-1
139_4::span:130:135	-1
139_4::span:137:144	-1
139_4::span:146:153	1
139_4::span:155:166	1
139_4::span:168:176	1
139_4::span:178:188	1
139_4::span:190:200	1
139_4::span:202:210	-1
139_4::span:212:218	-1
139_4::span:220:227	-1
139_4::span:229:239	1
139_4::span:241:247	-1
139_4::span:249:255	-1
139_4::span:257:266	1
139_4::span:268:275	-1
139_4::span:277:283	1
139_4::span:285:291	-1
139_4::span:293:303	1
139_4::span:305:312	1
139_4::span:314:320	1
139_4::span:322:330	-1
14_8::span:0:6	1
14_8::span:8:19	1
14_8::span:21:30	-1
14_8::span:32:42	1
14_8::span:44:55	1
14_8::span:57:67	1
14_8::span:69:76	-1
14_8::span:78:85	-1
14_8::span:87:99	1
14_8::span:101:111	1
14_8::span:113:128	-1
14_8::span:130:141	1
14_8::span:143:153	-1
14_8::span:155:165	1
14_8::span:167:177	1
14_8::span:179:188	1
14_8::span:190:201	-1
14_8::span:203:209	-1
14_8::span:211:218	-1
14_8::span:220:227	1
14_8::span:229:237	1
14_8::span:239:251	-1
14_8::span:253:264	1
154_2::span:0:9	1
154_2::span:11:20	-1
154_2::span:22:28	1
242_3::span:0:7	1
242_3::span:9:18	-1
242_3::span:20:26	1
242_3::span:28:34	1
242_3::span:36:43	-1
242_3::span:45:52	-1
242_3::span:54:60	1
242_3::span:62:69	-1
242_3::span:71:77	1
242_3::span:79:87	-1
242_3::span:89:97	1
214_1::span:0:5	-1
214_1::span:7:13	1
214_1::span:15:21	-1
214_1::span:23:31	1
214_1::span:33:39	-1
214_1::span:41:49	-1
214_1::span:51:60	1
162_8::span:0:7	-1
162_8::span:9:15	-1
162_8::span:17:24	-1
162_8::span:26:35	1
162_8::span:37:46	1
162_8::span:48:55	-1
162_8::span:57:65	1
162_8::span:67:76	1
162_8::span:78:84	-1
162_8::span:86:92	1
162_8::span:94:102	-1
162_8::span:104:111	-1
39_3::span:0:6	-1
39_3::span:8:21	-1
39_3::span:23:29	-1
39_3::span:31:42	1
39_3::span:44:50	-1
39_3::span:52:61	-1
39_3::span:63:69	-1
39_3::span:71:77	1
39_3::span:79:85	1
39_3::span:87:93	-1
39_3::span:95:100	-1
39_3::span:102:109	-1
39_3::span:111:117	-1
39_3::span:119:130	-1
39_3::span:132:141	-1
39_3::span:143:154	1
39_3::span:156:163	-1
39_3::span:165:170	-1
39_3::span:172:184	-1
39_3::span:186:191	-1
39_3::span:193:199	-1
39_3::span:201:206	-1
39_3::span:208:214	-1
39_3::span:216:228	1
39_3::span:230:236	1
39_3::span:238:245	-1
39_3::span:247:252	-1
39_3::span:254:261	-1
39_3::span:263:269	-1
39_3::span:271:276	-1
39_3::span:278:285	-1
39_3::span:287:297	-1
39_3::span:299:305	1
39_3::span:307:312	-1
39_3::span:314:320	1
39_3::span:322:329	-1
39_3::span:331:343	-1
39_3::span:345:351	1
39_3::span:353:360	1
39_3::span:362:367	-1
249_7::span:0:9	1
249_7::span:11:17	-1
249_7::span:19:26	-1
249_7::span:28:35	1
249_7::span:37:46	1
249_7::span:48:59	1
249_7::span:61:71	1
249_7::span:73:84	-1
249_7::span:86:101	-1
249_7::span:103:113	1
249_7::span:115:127	-1
249_7::span:129:137	-1
249_7::span:139:148	1
249_7::span:150:157	-1
249_7::span:159:166	1
249_7::span:168:175	1
249_7::span:177:188	1
249_7::span:190:197	1
249_7::span:199:210	1
249_7::span:212:220	1
249_7::span:222:227	-1
249_7::span:229:240	-1
249_7::span:242:251	-1
249_7::span:253:261	1
249_7::span:263:268	-1
249_7::span:270:281	1
249_7::span:283:290	1
249_7::span:292:298	1
249_7::span:300:308	1
123_10::span:0:11	1
123_10::span:13:26	-1
123_10::span:28:37	-1
123_10::span:39:53	1
165_4::span:0:8	1
165_4::span:10:16	-1
165_4::span:18:27	-1
165_4::span:29:38	1
165_4::span:40:50	-1
165_4::span:52:58	-1
165_4::span:60:66	-1
165_4::span:68:74	-1
165_4::span:76:82	1
165_4::span:84:92	1
165_4::span:94:104	-1
165_4::span:106:113	-1
165_4::span:115:124	-1
165_4::span:126:135	-1
165_4::span:137:146	-1
73_4::span:0:12	-1
73_4::span:14:21	1
73_4::span:23:37	1
73_4::span:39:48	1
73_4::span:50:57	1
73_4::span:59:66	1
73_4::span:68:74	-1
73_4::span:76:87	-1
73_4::span:89:100	1
73_4::span:102:112	-1
73_4::span:114:119	-1
73_4::span:121:127	1
73_4::span:129:141	-1
73_4::span:143:153	-1
73_4::span:155:167	-1
73_4::span:169:174	1
73_4::span:176:181	1
73_4::span:183:188	1
73_4::span:190:196	-1
73_4::span:198:205	-1
73_4::span:207:212	-1
73_4::span:214:229	-1
73_4::span:231:242	-1
73_4::span:244:249	-1
73_4::span:251:259	1
73_4::span:261:269	1
73_4::span:271:278	1
152_4::span:0:6	1
152_4::span:8:15	-1
152_4::span:17:22	1
152_4::span:24:34	1
152_4::span:36:43	-1
152_4::span:45:50	-1
152_4::span:52:59	-1
152_4::span:61:68	1
152_4::span:70:80	1
152_4::span:82:88	-1
152_4::span:90:97	-1
152_4::span:99:107	-1
152_4::span:109:114	1
152_4::span:116:122	1
163_7::span:0:6	-1
163_7::span:8:13	-1
163_7::span:15:22	-1
70_1::span:0:7	-1
70_1::span:9:15	-1
70_1::span:17:29	1
70_1::span:31:38	-1
70_1::span:40:50	-1
70_1::span:52:59	-1
70_1::span:61:72	-1
70_1::span:74:79	-1
70_1::span:81:87	-1
70_1::span:89:96	-1
70_1::span:98:104	1
70_1::span:106:116	-1
70_1::span:118:127	-1
70_1::span:129:139	-1
70_1::span:141:147	1
70_1::span:149:156	-1
70_1::span:158:168	-1
70_1::span:170:175	-1
70_1::span:177:188	-1
70_1::span:190:201	-1
70_1::span:203:211	-1
70_1::span:213:221	-1
70_1::span:223:230	-1
70_1::span:232:238	1
86_3::span:0:6	-1
45_2::span:0:8	1
45_2::span:10:17	1
45_2::span:19:25	-1
45_2::span:27:34	-1
45_2::span:36:41	-1
45_2::span:43:51	-1
45_2::span:53:59	1
45_2::span:61:67	-1
45_2::span:69:75	1
45_2::span:77:84	-1
45_2::span:86:92	1
45_2::span:94:100	-1
135_3::span:0:7	1
135_3::span:9:15	-1
135_3::span:17:30	1
135_3::span:32:38	-1
135_3::span:40:46	-1
135_3::span:48:56	-1
135_3::span:58:65	1
135_3::span:67:76	-1
135_3::span:78:86	-1
135_3::span:88:99	1
135_3::span:101:109	-1
135_3::span:111:120	1
135_3::span:122:127	1
135_3::span:129:135	-1
135_3::span:137:143	1
135_3::span:145:155	-1
186_1::span:0:6	-1
186_1::span:8:14	-1
189_4::span:0:10	-1
189_4::span:12:22	-1
189_4::span:24:34	-1
189_4::span:36:48	-1
189_4::span:50:57	1
189_4::span:59:69	1
189_4::span:71:83	1
189_4::span:85:99	-1
189_4::span:101:112	1
189_4::span:114:122	1
189_4::span:124:135	-1
189_4::span:137:148	-1
189_4::span:150:155	1
189_4::span:157:164	-1
189_4::span:166:172	1
231_8::span:0:9	1
231_8::span:11:17	-1
231_8::span:19:26	1
231_8::span:28:43	1
231_8::span:45:54	1
104_1::span:0:8	1
104_1::span:10:17	-1
104_1::span:19:24	-1
104_1::span:26:39	1
104_1::span:41:48	1
104_1::span:50:64	-1
104_1::span:66:72	-1
104_1::span:74:82	-1
104_1::span:84:96	1
104_1::span:98:106	1
104_1::span:108:118	1
104_1::span:120:130	1
104_1::span:132:139	1
104_1::span:141:147	1
104_1::span:149:158	1
104_1::span:160:165	-1
104_1::span:167:173	1
9_4::span:0:13	1
9_4::span:15:24	-1
9_4::span:26:36	1
9_4::span:38:45	-1
9_4::span:47:62	1
9_4::span:64:71	-1
9_4::span:73:78	1
9_4::span:80:89	1
9_4::span:91:101	-1
9_4::span:103:109	-1
9_4::span:111:117	1
9_4::span:119:127	-1
9_4::span:129:142	-1
9_4::span:144:153	1
9_4::span:155:166	1
9_4::span:168:177	-1
9_4::span:179:185	1
9_4::span:187:193	-1
9_4::span:195:204	1
9_4::span:206:217	1
9_4::span:219:228	1
9_4::span:230:241	-1
9_4::span:243:250	1
9_4::span:252:260	-1
9_4::span:262:269	1
9_4::span:271:283	-1
240_9::span:0:8	-1
240_9::span:10:17	1
240_9::span:19:27	-1
240_9::span:29:35	-1
240_9::span:37:42	1
240_9::span:44:49	1
240_9::span:51:63	1
240_9::span:65:75	-1
240_9::span:77:84	1
240_9::span:86:92	-1
240_9::span:94:101	-1
240_9::span:103:110	1
240_9::span:112:121	1
240_9::span:123:132	-1
240_9::span:134:139	1
240_9::span:141:147	-1
240_9::span:149:157	-1
240_9::span:159:164	1
125_3::span:0:9	1
125_3::span:11:16	-1
125_3::span:18:26	-1
125_3::span:28:35	1
125_3::span:37:46	1
125_3::span:48:56	-1
125_3::span:58:65	-1
125_3::span:67:77	1
125_3::span:79:84	-1
125_3::span:86:95	1
125_3::span:97:103	-1
2_7::span:0:8	-1
2_7::span:10:16	1
2_7::span:18:25	-1
2_7::span:27:37	-1
2_7::span:39:50	1
2_7::span:52:61	1
2_7::span:63:74	-1
2_7::span:76:83	1
2_7::span:85:92	1
2_7::span:94:101	1
2_7::span:103:110	1
155_2::span:0:6	-1
155_2::span:8:18	1
155_2::span:20:26	1
155_2::span:28:43	-1
155_2::span:45:52	1
155_2::span:54:64	1
155_2::span:66:72	1
155_2::span:74:82	-1
155_2::span:84:99	-1
155_2::span:101:109	-1
155_2::span:111:126	-1
15_10::span:0:7	1
15_10::span:9:16	1
15_10::span:18:25	-1
15_10::span:27:32	1
15_10::span:34:40	-1
15_10::span:42:49	-1
15_10::span:51:58	-1
15_10::span:60:68	-1
15_10::span:70:76	1
15_10::span:78:85	-1
203_3::span:0:9	1
203_3::span:11:16	-1
203_3::span:18:30	1
203_3::span:32:41	1
203_3::span:43:52	1
203_3::span:54:67	1
72_8::span:0:5	-1
72_8::span:7:14	-1
72_8::span:16:21	-1
72_8::span:23:37	1
72_8::span:39:47	-1
72_8::span:49:54	-1
72_8::span:56:63	-1
72_8::span:65:71	-1
72_8::span:73:81	-1
72_8::span:83:90	-1
72_8::span:92:100	-1
72_8::span:102:110	-1
72_8::span:112:121	1
72_8::span:123:132	1
72_8::span:134:143	1
72_8::span:145:151	1
72_8::span:153:162	1
72_8::span:164:173	1
72_8::span:175:183	-1
72_8::span:185:193	-1
72_8::span:195:204	1
72_8::span:206:220	1
112_2::span:0:9	-1
112_2::span:11:20	-1
112_2::span:22:31	-1
112_2::span:33:38	-1
112_2::span:40:49	1
112_2::span:51:56	-1
112_2::span:58:67	-1
112_2::span:69:80	-1
112_2::span:82:89	1
170_2::span:0:6	-1
170_2::span:8:14	1
170_2::span:16:22	1
170_2::span:24:33	-1
170_2::span:35:42	1
170_2::span:44:51	-1
170_2::span:53:59	1
170_2::span:61:68	-1
157_10::span:0:10	1
157_10::span:12:19	-1
157_10::span:21:32	1
157_10::span:34:41	-1
157_10::span:43:52	-1
157_10::span:54:66	-1
157_10::span:68:74	1
157_10::span:76:82	1
157_10::span:84:96	-1
157_10::span:98:108	1
157_10::span:110:117	1
157_10::span:119:131	-1
157_10::span:133:144	-1
157_10::span:146:153	1
157_10::span:155:162	1
157_10::span:164:169	-1
157_10::span:171:182	1
6_7::span:0:11	1
6_7::span:13:19	1
6_7::span:21:29	-1
6_7::span:31:37	1
6_7::span:39:46	-1
143_8::span:0:7	1
143_8::span:9:15	-1
143_8::span:17:31	1
143_8::span:33:42	1
143_8::span:44:54	1
143_8::span:56:68	1
143_8::span:70:80	1
143_8::span:82:93	-1
143_8::span:95:103	1
143_8::span:105:114	1
143_8::span:116:123	1
143_8::span:125:134	1
143_8::span:136:142	-1
143_8::span:144:150	1
143_8::span:152:163	1
143_8::span:165:177	-1
143_8::span:179:185	-1
143_8::span:187:197	1
143_8::span:199:207	-1
143_8::span:209:218	-1
143_8::span:220:229	1
143_8::span:231:238	-1
143_8::span:240:250	1
143_8::span:252:260	1
143_8::span:262:271	1
143_8::span:273:282	1
143_8::span:284:293	1
143_8::span:295:304	-1
143_8::span:306:314	1
143_8::span:316:324	1
143_8::span:326:334	-1
143_8::span:336:345	-1
143_8::span:347:357	-1
142_8::span:0:6	-1
142_8::span:8:15	-1
142_8::span:17:26	1
142_8::span:28:34	-1
142_8::span:36:47	1
142_8::span:49:55	-1
142_8::span:57:66	1
142_8::span:68:74	-1
142_8::span:76:82	-1
142_8::span:84:94	1
142_8::span:96:109	-1
142_8::span:111:122	1
142_8::span:124:131	-1
142_8::span:133:141	-1
142_8::span:143:150	-1
142_8::span:152:164	1
202_4::span:0:6	1
202_4::span:8:16	-1
202_4::span:18:24	1
202_4::span:26:32	-1
202_4::span:34:49	-1
6_3::span:0:7	1
6_3::span:9:18	-1
6_3::span:20:38	-1
6_3::span:40:46	1
