word	label
12_4::span:13:16	1
12_4::span:18:21	-1
12_4::span:23:27	1
12_4::span:29:32	1
12_4::span:34:38	-1
12_4::span:40:45	-1
12_4::span:47:49	1
12_4::span:51:55	1
12_4::span:57:62	-1
12_4::span:64:65	-1
12_4::span:67:74	1
12_4::span:76:78	1
12_4::span:80:84	-1
12_4::span:86:89	1
12_4::span:91:97	1
12_4::span:99:102	1
12_4::span:104:108	-1
12_4::span:110:117	-1
12_4::span:119:124	-1
12_4::span:126:131	-1
12_4::span:133:140	-1
12_4::span:142:146	-1
12_4::span:148:153	-1
12_4::span:155:156	-1
12_4::span:158:162	1
12_4::span:164:166	1
12_4::span:168:178	-1
12_4::span:180:188	1
12_4::span:190:191	-1
12_4::span:193:199	-1
12_4::span:201:206	1
12_4::span:208:214	-1
12_4::span:216:217	-1
12_4::span:219:223	1
12_4::span:225:228	1
12_4::span:230:235	1
12_4::span:237:243	-1
12_4::span:245:251	-1
174_2::span:0:4	1
174_2::span:6:7	-1
174_2::span:9:10	-1
174_2::span:12:21	1
174_2::span:23:31	1
174_2::span:33:34	-1
174_2::span:36:41	1
174_2::span:43:45	1
174_2::span:47:50	-1
174_2::span:52:53	-1
174_2::span:55:65	-1
174_2::span:67:74	1
174_2::span:76:80	-1
174_2::span:82:86	1
174_2::span:88:89	-1
174_2::span:91:94	-1
174_2::span:96:100	-1
174_2::span:102:104	-1
174_2::span:106:116	1
174_2::span:118:123	-1
174_2::span:125:131	-1
174_2::span:133:140	-1
174_2::span:142:144	1
156_3::span:0:7	-1
156_3::span:9:16	-1
156_3::span:18:22	1
156_3::span:24:25	-1
156_3::span:27:28	-1
156_3::span:30:35	-1
156_3::span:37:38	-1
156_3::span:40:41	-1
156_3::span:43:46	-1
156_3::span:48:52	-1
156_3::span:54:58	1
156_3::span:60:64	-1
156_3::span:66:70	-1
156_3::span:72:81	1
156_3::span:83:84	-1
156_3::span:86:93	1
156_3::span:95:96	-1
156_3::span:98:102	-1
156_3::span:104:108	-1
156_3::span:110:113	-1
156_3::span:115:116	-1
156_3::span:118:119	-1
156_3::span:121:124	-1
156_3::span:126:130	-1
156_3::span:132:142	1
156_3::span:144:146	-1
156_3::span:148:154	-1
156_3::span:156:160	-1
156_3::span:162:163	-1
156_3::span:165:169	-1
156_3::span:171:175	-1
156_3::span:177:180	-1
156_3::span:182:183	-1
156_3::span:185:187	-1
156_3::span:189:193	1
156_3::span:195:198	1
156_3::span:200:203	1
156_3::span:205:207	-1
156_3::span:209:210	-1
156_3::span:212:215	-1
156_3::span:217:221	-1
156_3::span:223:226	1
156_3::span:228:231	-1
156_3::span:233:235	1
156_3::span:237:244	1
156_3::span:246:249	1
50_3::span:0:3	-1
50_3::span:5:9	1
50_3::span:11:14	1
50_3::span:16:18	-1
50_3::span:20:23	1
50_3::span:25:28	1
50_3::span:30:32	1
50_3::span:34:37	-1
50_3::span:39:42	1
50_3::span:44:47	-1
50_3::span:49:51	1
50_3::span:53:56	1
50_3::span:58:61	-1
50_3::span:63:66	1
50_3::span:68:70	1
50_3::span:72:75	1
50_3::span:77:79	-1
50_3::span:81:87	1
50_3::span:89:92	1
50_3::span:94:97	1
50_3::span:99:106	1
50_3::span:108:110	1
50_3::span:112:118	1
50_3::span:120:124	-1
50_3::span:126:130	1
50_3::span:132:135	1
50_3::span:137:140	1
50_3::span:142:145	-1
50_3::span:147:150	1
50_3::span:152:157	1
50_3::span:159:163	1
50_3::span:165:170	1
64_10::span:0:3	-1
64_10::span:5:10	1
64_10::span:12:15	1
64_10::span:17:19	1
64_10::span:21:25	-1
64_10::span:27:29	1
64_10::span:31:35	1
64_10::span:37:38	-1
64_10::span:40:43	-1
64_10::span:45:46	-1
64_10::span:48:53	-1
64_10::span:55:60	-1
64_10::span:62:65	-1
223_3::span:0:4	1
223_3::span:6:10	1
223_3::span:12:15	1
223_3::span:17:19	-1
223_3::span:21:29	-1
223_3::span:31:34	-1
223_3::span:36:40	-1
223_3::span:42:45	-1
223_3::span:47:50	1
223_3::span:52:56	-1
223_3::span:58:62	-1
223_3::span:64:67	-1
223_3::span:69:72	-1
223_3::span:74:77	1
223_3::span:79:80	-1
223_3::span:82:86	1
223_3::span:88:91	1
223_3::span:93:99	1
223_3::span:101:104	1
223_3::span:106:110	1
223_3::span:112:117	-1
223_3::span:119:122	1
223_3::span:124:130	1
223_3::span:132:138	1
223_3::span:140:144	-1
223_3::span:146:148	1
223_3::span:150:152	1
223_3::span:154:157	1
223_3::span:159:163	-1
223_3::span:165:168	1
223_3::span:170:173	1
223_3::span:175:178	1
223_3::span:180:186	1
223_3::span:188:189	1
223_3::span:191:198	1
223_3::span:200:202	1
223_3::span:204:211	-1
223_3::span:213:214	-1
223_3::span:216:221	1
223_3::span:223:231	-1
223_3::span:233:237	1
223_3::span:239:242	-1
223_3::span:244:250	1
223_3::span:252:258	-1
223_3::span:260:263	1
223_3::span:265:268	1
223_3::span:270:276	1
223_3::span:278:279	-1
223_3::span:281:282	-1
223_3::span:284:285	-1
223_3::span:287:288	-1
223_3::span:290:291	-1
223_3::span:293:297	-1
223_3::span:299:300	-1
223_3::span:302:306	-1
223_3::span:308:314	-1
223_3::span:316:318	-1
223_3::span:320:326	-1
223_3::span:328:335	1
223_3::span:337:340	1
223_3::span:342:345	1
223_3::span:347:351	-1
223_3::span:353:356	1
223_3::span:358:362	-1
223_3::span:364:368	-1
223_3::span:370:373	1
223_3::span:375:377	1
223_3::span:379:380	-1
223_3::span:382:388	1
223_3::span:390:398	1
223_3::span:400:401	-1
223_3::span:403:405	1
223_3::span:407:410	1
223_3::span:412:415	1
223_3::span:417:420	1
223_3::span:422:424	-1
223_3::span:426:428	-1
223_3::span:430:433	1
223_3::span:435:439	-1
223_3::span:441:442	-1
223_3::span:444:446	-1
223_3::span:448:458	1
223_3::span:460:463	1
223_3::span:465:470	1
223_3::span:472:475	1
223_3::span:477:480	1
223_3::span:482:485	-1
223_3::span:487:488	-1
223_3::span:490:492	-1
223_3::span:494:496	-1
223_3::span:498:503	-1
223_3::span:505:510	-1
45_9::span:0:4	1
45_9::span:6:14	1
45_9::span:16:20	1
45_9::span:22:25	-1
45_9::span:27:30	1
45_9::span:32:35	1
45_9::span:37:40	1
45_9::span:42:46	1
45_9::span:48:51	1
45_9::span:53:59	-1
45_9::span:61:67	-1
45_9::span:69:75	-1
45_9::span:77:84	1
45_9::span:86:94	1
121_4::span:0:9	-1
121_4::span:11:14	1
121_4::span:16:19	1
121_4::span:21:24	1
121_4::span:26:32	-1
121_4::span:34:43	1
121_4::span:45:47	1
121_4::span:49:52	1
121_4::span:54:61	1
121_4::span:63:67	1
121_4::span:69:72	1
121_4::span:74:77	1
121_4::span:79:88	1
121_4::span:90:94	-1
121_4::span:96:103	1
121_4::span:105:107	-1
121_4::span:109:112	1
121_4::span:114:117	1
121_4::span:119:120	1
121_4::span:122:123	-1
121_4::span:125:130	1
121_4::span:132:135	-1
121_4::span:137:140	-1
121_4::span:142:143	-1
121_4::span:145:146	-1
121_4::span:148:153	1
121_4::span:155:158	-1
121_4::span:160:161	-1
121_4::span:163:164	-1
121_4::span:166:167	-1
121_4::span:169:173	-1
121_4::span:175:176	-1
121_4::span:178:181	1
121_4::span:183:184	-1
121_4::span:186:189	1
121_4::span:191:194	1
121_4::span:196:200	-1
121_4::span:202:206	1
121_4::span:208:214	1
121_4::span:216:220	-1
121_4::span:222:225	-1
121_4::span:227:232	-1
121_4::span:234:240	1
121_4::span:242:244	1
121_4::span:246:251	1
121_4::span:253:259	1
121_4::span:261:264	1
121_4::span:266:269	1
121_4::span:271:278	-1
121_4::span:280:287	-1
121_4::span:289:291	1
121_4::span:293:296	-1
121_4::span:298:299	1
121_4::span:301:302	-1
177_1::span:0:3	-1
177_1::span:5:13	-1
177_1::span:15:18	1
177_1::span:20:25	1
177_1::span:27:33	-1
177_1::span:35:36	-1
177_1::span:38:41	1
177_1::span:43:48	-1
177_1::span:50:58	1
177_1::span:60:63	-1
177_1::span:65:68	1
177_1::span:70:71	-1
177_1::span:73:75	1
177_1::span:77:80	-1
177_1::span:82:91	1
177_1::span:93:97	-1
177_1::span:99:101	1
177_1::span:103:109	1
177_1::span:111:114	-1
177_1::span:116:119	1
177_1::span:121:124	-1
177_1::span:126:130	-1
177_1::span:132:145	-1
177_1::span:147:150	-1
177_1::span:152:154	1
177_1::span:156:160	1
177_1::span:162:167	1
177_1::span:169:173	-1
177_1::span:175:178	-1
177_1::span:180:185	1
177_1::span:187:192	-1
177_1::span:194:198	-1
177_1::span:200:204	1
177_1::span:206:207	-1
177_1::span:209:212	1
177_1::span:214:219	-1
177_1::span:221:228	-1
177_1::span:230:233	1
177_1::span:235:237	1
177_1::span:239:241	1
177_1::span:243:247	-1
177_1::span:249:250	-1
177_1::span:252:259	-1
177_1::span:261:264	1
177_1::span:266:277	1
55_10::span:0:1	-1
55_10::span:3:4	-1
55_10::span:6:12	1
55_10::span:14:17	1
55_10::span:19:21	1
55_10::span:23:29	-1
55_10::span:31:35	1
55_10::span:37:41	1
55_10::span:43:51	1
55_10::span:53:56	-1
55_10::span:58:61	1
55_10::span:63:66	1
55_10::span:68:74	-1
55_10::span:76:79	1
55_10::span:81:86	1
55_10::span:88:91	1
55_10::span:93:96	1
55_10::span:98:102	1
55_10::span:104:107	-1
55_10::span:109:113	-1
55_10::span:115:117	1
55_10::span:119:121	-1
55_10::span:123:125	1
55_10::span:127:130	1
55_10::span:132:138	-1
55_10::span:140:143	1
55_10::span:145:146	-1
55_10::span:148:150	1
55_10::span:152:155	1
55_10::span:157:158	-1
241_7::span:0:1	1
241_7::span:3:4	-1
241_7::span:6:10	-1
241_7::span:12:21	1
241_7::span:23:29	1
241_7::span:31:40	1
241_7::span:42:43	-1
241_7::span:45:46	-1
241_7::span:48:50	1
241_7::span:52:56	-1
241_7::span:58:59	-1
241_7::span:61:64	-1
241_7::span:66:70	1
241_7::span:72:76	-1
241_7::span:78:81	1
241_7::span:83:86	-1
241_7::span:88:91	1
241_7::span:93:96	1
241_7::span:98:101	1
241_7::span:103:106	1
241_7::span:108:109	-1
241_7::span:111:114	1
241_7::span:116:118	-1
241_7::span:120:126	1
241_7::span:128:134	-1
241_7::span:136:139	1
241_7::span:141:144	1
241_7::span:146:154	1
241_7::span:156:160	-1
241_7::span:162:168	1
241_7::span:170:174	1
241_7::span:176:178	1
183_4::span:0:3	1
183_4::span:5:9	1
183_4::span:11:16	1
183_4::span:18:19	1
183_4::span:21:23	1
183_4::span:25:31	1
183_4::span:33:40	-1
183_4::span:42:44	-1
183_4::span:46:54	1
183_4::span:56:59	1
183_4::span:61:64	1
183_4::span:66:73	1
183_4::span:75:78	1
183_4::span:80:85	1
183_4::span:87:90	1
183_4::span:92:95	-1
183_4::span:97:105	-1
183_4::span:107:113	-1
183_4::span:115:119	-1
183_4::span:121:122	-1
183_4::span:124:133	1
183_4::span:135:138	1
183_4::span:140:143	1
183_4::span:145:146	-1
183_4::span:148:153	-1
183_4::span:155:158	1
183_4::span:160:162	-1
183_4::span:164:168	-1
183_4::span:170:171	-1
183_4::span:173:177	-1
183_4::span:179:181	1
183_4::span:183:185	1
183_4::span:187:190	1
183_4::span:192:195	1
183_4::span:197:200	1
183_4::span:202:205	-1
183_4::span:207:209	-1
183_4::span:211:214	-1
13_9::span:0:4	1
13_9::span:6:8	1
13_9::span:10:12	-1
13_9::span:14:21	-1
13_9::span:23:26	-1
13_9::span:28:29	-1
13_9::span:31:32	-1
13_9::span:34:39	-1
13_9::span:41:43	-1
13_9::span:45:48	-1
13_9::span:50:54	1
13_9::span:56:60	1
13_9::span:62:68	1
13_9::span:70:75	1
13_9::span:77:78	-1
13_9::span:80:82	1
13_9::span:84:88	-1
13_9::span:90:93	-1
13_9::span:95:99	1
13_9::span:101:106	1
13_9::span:108:109	-1
13_9::span:111:115	-1
13_9::span:117:122	-1
13_9::span:124:127	1
13_9::span:129:135	1
13_9::span:137:141	1
147_4::span:0:2	1
147_4::span:4:7	1
147_4::span:9:10	-1
147_4::span:12:19	1
147_4::span:21:30	1
147_4::span:32:34	1
147_4::span:36:40	-1
147_4::span:42:43	-1
147_4::span:45:47	1
147_4::span:49:55	1
147_4::span:57:60	1
147_4::span:62:66	-1
147_4::span:68:71	1
147_4::span:73:77	-1
147_4::span:79:86	-1
147_4::span:88:91	1
147_4::span:93:104	1
147_4::span:106:110	1
147_4::span:112:114	-1
147_4::span:116:119	-1
147_4::span:121:128	1
147_4::span:130:131	-1
147_4::span:133:136	1
147_4::span:138:140	-1
147_4::span:142:148	1
147_4::span:150:155	-1
147_4::span:157:162	1
147_4::span:164:167	1
147_4::span:169:178	1
147_4::span:180:184	-1
147_4::span:186:189	-1
180_3::span:0:6	-1
180_3::span:8:9	-1
180_3::span:11:14	-1
180_3::span:16:19	-1
180_3::span:21:25	1
180_3::span:27:34	-1
180_3::span:36:37	-1
180_3::span:39:45	1
180_3::span:47:54	1
180_3::span:56:59	1
180_3::span:61:68	1
180_3::span:70:73	1
180_3::span:75:77	-1
180_3::span:79:82	-1
180_3::span:84:91	1
180_3::span:93:99	-1
180_3::span:101:104	-1
180_3::span:106:107	-1
180_3::span:109:112	1
180_3::span:114:117	1
180_3::span:119:122	1
180_3::span:124:127	1
180_3::span:129:145	-1
180_3::span:147:154	-1
180_3::span:156:159	-1
180_3::span:161:164	-1
180_3::span:166:171	-1
180_3::span:173:177	1
180_3::span:179:185	1
180_3::span:187:189	-1
180_3::span:191:194	-1
180_3::span:196:199	1
180_3::span:201:207	-1
180_3::span:209:211	1
180_3::span:213:216	-1
180_3::span:218:223	1
180_3::span:225:231	1
180_3::span:233:236	-1
180_3::span:238:244	1
180_3::span:246:249	1
180_3::span:251:258	1
180_3::span:260:264	1
180_3::span:266:269	-1
180_3::span:271:272	-1
180_3::span:274:277	-1
180_3::span:279:286	-1
180_3::span:288:291	1
180_3::span:293:303	-1
180_3::span:305:306	-1
180_3::span:308:311	1
180_3::span:313:314	1
180_3::span:316:319	1
180_3::span:321:324	1
219_1::span:0:2	1
219_1::span:4:8	-1
219_1::span:10:13	1
219_1::span:15:17	-1
219_1::span:19:24	1
219_1::span:26:30	1
219_1::span:32:37	1
219_1::span:39:43	1
219_1::span:45:49	-1
219_1::span:51:57	1
219_1::span:59:66	-1
219_1::span:68:71	-1
219_1::span:73:77	-1
219_1::span:79:86	-1
219_1::span:88:91	1
219_1::span:93:96	1
219_1::span:98:102	-1
219_1::span:104:112	1
219_1::span:114:117	-1
219_1::span:119:121	-1
219_1::span:123:128	-1
219_1::span:130:136	1
219_1::span:138:139	-1
219_1::span:141:143	1
219_1::span:145:146	1
219_1::span:148:152	1
219_1::span:154:159	-1
219_1::span:161:165	-1
219_1::span:167:168	-1
219_1::span:170:172	1
219_1::span:174:177	1
219_1::span:179:182	-1
219_1::span:184:185	-1
219_1::span:187:193	1
219_1::span:195:196	-1
219_1::span:198:200	1
143_4::span:0:1	-1
143_4::span:3:6	1
143_4::span:8:10	-1
143_4::span:12:15	1
143_4::span:17:18	-1
143_4::span:20:24	1
143_4::span:26:27	-1
143_4::span:29:32	1
143_4::span:34:37	-1
143_4::span:39:46	-1
143_4::span:48:51	1
143_4::span:53:57	-1
143_4::span:59:66	1
143_4::span:68:71	1
143_4::span:73:80	-1
143_4::span:82:85	1
143_4::span:87:96	1
143_4::span:98:104	1
143_4::span:106:113	-1
244_2::span:0:10	-1
244_2::span:12:19	1
244_2::span:21:26	-1
244_2::span:28:37	-1
244_2::span:39:43	1
244_2::span:45:53	-1
244_2::span:55:62	1
244_2::span:64:69	-1
244_2::span:71:78	1
244_2::span:80:85	-1
244_2::span:87:91	-1
244_2::span:93:94	-1
244_2::span:96:103	1
244_2::span:105:110	-1
244_2::span:112:119	-1
244_2::span:121:125	1
244_2::span:127:130	1
244_2::span:132:139	-1
244_2::span:141:149	-1
244_2::span:151:155	-1
244_2::span:157:161	1
244_2::span:163:165	-1
244_2::span:167:176	-1
244_2::span:178:186	-1
244_2::span:188:192	-1
244_2::span:194:200	-1
244_2::span:202:214	1
244_2::span:216:221	-1
244_2::span:223:231	-1
244_2::span:233:238	-1
244_2::span:240:242	1
244_2::span:244:247	1
244_2::span:249:251	-1
244_2::span:253:257	-1
244_2::span:259:262	-1
244_2::span:264:269	-1
244_2::span:271:273	1
244_2::span:275:278	1
244_2::span:280:286	-1
244_2::span:288:295	1
220_10::span:0:2	1
220_10::span:4:7	1
220_10::span:9:17	-1
220_10::span:19:20	-1
220_10::span:22:24	1
220_10::span:26:29	1
220_10::span:31:35	1
220_10::span:37:41	-1
220_10::span:43:44	-1
220_10::span:46:49	1
220_10::span:51:55	-1
220_10::span:57:58	-1
220_10::span:60:63	1
220_10::span:65:67	-1
220_10::span:69:72	-1
220_10::span:74:82	-1
220_10::span:84:87	-1
220_10::span:89:92	-1
220_10::span:94:100	1
220_10::span:102:103	-1
220_10::span:105:108	-1
220_10::span:110:116	1
220_10::span:118:119	-1
220_10::span:121:123	1
220_10::span:125:128	1
220_10::span:130:131	-1
220_10::span:133:140	-1
220_10::span:142:149	-1
220_10::span:151:154	-1
54_10::span:0:4	1
54_10::span:6:8	1
54_10::span:10:15	1
54_10::span:17:20	1
54_10::span:22:26	-1
54_10::span:28:36	1
54_10::span:38:46	-1
54_10::span:48:49	-1
54_10::span:51:54	1
54_10::span:56:59	-1
54_10::span:61:65	1
54_10::span:67:68	-1
54_10::span:70:72	-1
54_10::span:74:75	-1
54_10::span:77:83	1
54_10::span:85:87	-1
23_10::span:0:3	1
23_10::span:5:10	1
23_10::span:12:18	-1
23_10::span:20:21	-1
23_10::span:23:25	-1
23_10::span:27:39	-1
23_10::span:41:49	1
23_10::span:51:59	1
23_10::span:61:68	1
23_10::span:70:72	-1
23_10::span:74:77	1
159_10::span:0:3	1
159_10::span:5:8	-1
159_10::span:10:14	1
159_10::span:16:20	1
159_10::span:22:27	-1
159_10::span:29:36	1
159_10::span:38:43	-1
159_10::span:45:51	-1
159_10::span:53:59	-1
159_10::span:61:65	1
159_10::span:67:68	1
159_10::span:70:73	-1
159_10::span:75:85	-1
159_10::span:87:96	1
159_10::span:98:101	1
159_10::span:103:106	-1
159_10::span:108:109	-1
159_10::span:111:112	-1
159_10::span:114:118	1
159_10::span:120:129	-1
159_10::span:131:143	-1
159_10::span:145:146	1
159_10::span:148:153	-1
159_10::span:155:163	-1
159_10::span:165:166	-1
159_10::span:168:171	-1
159_10::span:173:175	1
159_10::span:177:180	1
159_10::span:182:185	1
159_10::span:187:192	-1
159_10::span:194:196	1
159_10::span:198:201	1
89_3::span:0:6	-1
89_3::span:8:9	-1
89_3::span:11:18	-1
89_3::span:20:24	1
89_3::span:26:31	-1
89_3::span:33:36	1
89_3::span:38:40	1
89_3::span:42:48	1
89_3::span:50:52	-1
89_3::span:54:67	-1
89_3::span:69:73	1
89_3::span:75:77	1
30_4::span:0:3	1
30_4::span:5:12	1
30_4::span:14:21	-1
30_4::span:23:25	1
30_4::span:27:34	1
30_4::span:36:37	-1
30_4::span:39:44	1
30_4::span:46:50	-1
30_4::span:52:55	1
30_4::span:57:59	1
30_4::span:61:62	-1
30_4::span:64:67	-1
30_4::span:69:73	1
30_4::span:75:76	-1
30_4::span:78:83	-1
30_4::span:85:86	-1
30_4::span:88:91	-1
30_4::span:93:96	1
30_4::span:98:101	-1
30_4::span:103:106	1
30_4::span:108:112	1
30_4::span:114:119	1
30_4::span:121:122	-1
30_4::span:124:127	1
30_4::span:129:131	1
30_4::span:133:140	1
30_4::span:142:146	-1
30_4::span:148:153	1
30_4::span:155:160	-1
30_4::span:162:163	-1
30_4::span:165:175	-1
83_10::span:0:2	1
83_10::span:4:7	1
83_10::span:9:11	-1
83_10::span:13:19	1
83_10::span:21:24	-1
83_10::span:26:30	-1
83_10::span:32:38	-1
83_10::span:40:43	1
83_10::span:45:48	1
83_10::span:50:52	1
83_10::span:54:57	1
83_10::span:59:60	-1
207_9::span:0:1	-1
207_9::span:3:7	-1
207_9::span:9:12	-1
207_9::span:14:20	-1
207_9::span:22:25	1
207_9::span:27:32	1
207_9::span:34:35	-1
207_9::span:37:40	-1
207_9::span:42:49	-1
207_9::span:51:54	-1
207_9::span:56:64	-1
207_9::span:66:69	-1
207_9::span:71:75	-1
207_9::span:77:81	-1
207_9::span:83:88	-1
207_9::span:90:93	1
207_9::span:95:98	1
207_9::span:100:101	-1
207_9::span:103:104	-1
207_9::span:106:112	1
207_9::span:114:119	-1
207_9::span:121:131	1
207_9::span:133:135	1
207_9::span:137:144	1
207_9::span:146:150	-1
171_2::span:0:3	1
171_2::span:5:15	1
171_2::span:17:18	-1
171_2::span:20:23	1
171_2::span:25:26	-1
171_2::span:28:29	-1
171_2::span:31:32	-1
171_2::span:34:36	1
171_2::span:38:39	-1
171_2::span:41:49	-1
171_2::span:51:57	-1
171_2::span:59:62	1
171_2::span:64:74	1
171_2::span:76:77	-1
171_2::span:79:82	1
171_2::span:84:87	-1
171_2::span:89:90	-1
171_2::span:92:93	-1
171_2::span:95:98	1
171_2::span:100:103	1
171_2::span:105:108	1
40_4::span:0:1	-1
40_4::span:3:6	-1
40_4::span:8:14	-1
40_4::span:16:19	1
40_4::span:21:29	1
40_4::span:31:37	-1
40_4::span:39:41	1
40_4::span:43:46	1
40_4::span:48:56	-1
40_4::span:58:62	-1
40_4::span:64:70	-1
40_4::span:72:75	-1
40_4::span:77:80	-1
40_4::span:82:90	-1
40_4::span:92:94	1
40_4::span:96:97	1
40_4::span:99:106	1
40_4::span:108:111	-1
40_4::span:113:117	-1
40_4::span:119:125	-1
40_4::span:127:129	-1
40_4::span:131:137	-1
40_4::span:139:142	-1
40_4::span:144:150	1
40_4::span:152:158	-1
40_4::span:160:162	-1
40_4::span:164:171	-1
40_4::span:173:177	-1
40_4::span:179:185	-1
40_4::span:187:188	1
40_4::span:190:191	-1
40_4::span:193:196	-1
40_4::span:198:204	1
40_4::span:206:208	1
40_4::span:210:213	1
78_8::span:0:2	1
78_8::span:4:10	-1
78_8::span:12:19	-1
78_8::span:21:22	-1
78_8::span:24:27	-1
78_8::span:29:32	1
78_8::span:34:42	-1
78_8::span:44:48	1
78_8::span:50:54	-1
78_8::span:56:65	1
78_8::span:67:68	-1
78_8::span:70:72	-1
78_8::span:74:82	1
78_8::span:84:87	1
78_8::span:89:97	1
78_8::span:99:105	-1
78_8::span:107:110	1
78_8::span:112:113	-1
78_8::span:115:123	-1
78_8::span:125:134	-1
78_8::span:136:139	-1
78_8::span:141:142	-1
78_8::span:144:148	-1
78_8::span:150:158	1
78_8::span:160:163	1
78_8::span:165:168	1
78_8::span:170:180	-1
78_8::span:182:184	-1
78_8::span:186:190	-1
78_8::span:192:196	-1
47_2::span:0:1	-1
47_2::span:3:6	1
47_2::span:8:14	1
47_2::span:16:20	-1
47_2::span:22:26	-1
47_2::span:28:34	-1
47_2::span:36:40	1
47_2::span:42:43	-1
47_2::span:45:50	-1
47_2::span:52:53	-1
47_2::span:55:57	-1
47_2::span:59:61	-1
47_2::span:63:72	1
47_2::span:74:78	-1
47_2::span:80:81	-1
47_2::span:83:86	1
47_2::span:88:91	1
47_2::span:93:100	1
47_2::span:102:105	-1
47_2::span:107:110	1
47_2::span:112:114	1
47_2::span:116:119	1
47_2::span:121:122	-1
223_10::span:0:4	-1
223_10::span:6:8	1
223_10::span:10:11	-1
223_10::span:13:21	-1
223_10::span:23:30	1
223_10::span:32:34	1
223_10::span:36:39	-1
223_10::span:41:46	-1
223_10::span:48:51	-1
223_10::span:53:58	1
223_10::span:60:61	-1
223_10::span:63:71	-1
223_10::span:73:81	-1
223_10::span:83:86	-1
223_10::span:88:92	-1
223_10::span:94:96	1
223_10::span:98:99	-1
223_10::span:101:107	-1
223_10::span:109:113	1
223_10::span:115:122	-1
223_10::span:124:126	-1
223_10::span:128:132	-1
223_10::span:134:142	-1
223_10::span:144:147	1
223_10::span:149:152	1
223_10::span:154:163	1
223_10::span:165:167	1
223_10::span:169:173	1
223_10::span:175:178	1
243_4::span:0:4	-1
243_4::span:6:9	1
243_4::span:11:12	-1
243_4::span:14:18	1
243_4::span:20:23	1
243_4::span:25:26	-1
243_4::span:28:29	-1
243_4::span:31:38	-1
243_4::span:40:41	-1
243_4::span:43:48	1
243_4::span:50:56	-1
243_4::span:58:61	1
243_4::span:63:66	-1
243_4::span:68:72	-1
243_4::span:74:79	-1
243_4::span:81:82	-1
243_4::span:84:89	1
243_4::span:91:92	-1
243_4::span:94:99	-1
243_4::span:101:102	-1
243_4::span:104:109	-1
243_4::span:111:114	-1
243_4::span:116:117	-1
243_4::span:119:120	-1
243_4::span:122:125	1
243_4::span:127:128	1
243_4::span:130:134	-1
243_4::span:136:143	-1
243_4::span:145:146	1
243_4::span:148:151	-1
243_4::span:153:159	1
243_4::span:161:164	1
243_4::span:166:167	-1
243_4::span:169:176	-1
243_4::span:178:181	1
243_4::span:183:186	1
243_4::span:188:189	-1
243_4::span:191:194	-1
243_4::span:196:199	1
243_4::span:201:206	-1
243_4::span:208:211	1
243_4::span:213:216	1
243_4::span:218:221	-1
243_4::span:223:228	-1
243_4::span:230:238	-1
243_4::span:240:241	-1
243_4::span:243:246	1
243_4::span:248:251	-1
243_4::span:253:258	-1
243_4::span:260:261	-1
243_4::span:263:265	-1
243_4::span:267:274	-1
243_4::span:276:277	-1
243_4::span:279:283	-1
243_4::span:285:288	1
243_4::span:290:291	-1
243_4::span:293:295	-1
243_4::span:297:301	-1
243_4::span:303:304	1
243_4::span:306:311	-1
243_4::span:313:318	1
243_4::span:320:325	-1
243_4::span:327:331	-1
243_4::span:333:339	-1
243_4::span:341:342	-1
243_4::span:344:345	-1
243_4::span:347:348	-1
